release_date,title,runtime,tagline,vote_average,vote_count,director
08-09-2013,Oculus,104.0,You see what it wants you to see,6.3,1050,Mike Flanagan
25-05-2006,Clerks II,97.0,With No Power Comes No Responsibility,6.9,398,Kevin Smith
18-05-2000,Billy Elliot,110.0,Inside every one of us is a special talent waiting to come out. The trick is finding it.,7.4,750,Stephen Daldry
06-06-2013,The Way Way Back,103.0,We've all been there.,7.1,688,Nat Faxon
23-10-1991,House Party 2,94.0,,4.7,21,Doug McHenry
02-03-1982,The Man from Snowy River,104.0,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,6.8,37,George T. Miller
26-03-1999,Doug's 1st Movie,77.0,You'll Dig Doug!,5.4,22,Maurice Joyce
09-10-1997,The Apostle,134.0,The hardest soul to save was his own.,6.1,38,Robert Duvall
18-09-1981,Mommie Dearest,129.0,The meanest mother of them all,6.5,54,Frank Perry
26-08-2011,Our Idiot Brother,90.0,Everybody has one,5.9,365,Jesse Peretz
19-02-2016,Race,134.0,The incredible true story of gold medal champion Jesse Owens,7.1,478,Stephen Hopkins
08-04-1998,The Players Club,104.0,"Here, we get down and dirty.",6.4,14,Ice Cube
14-08-2014,"As Above, So Below",93.0,The only way out is down.,6.1,766,John Erick Dowdle
10-10-2014,Addicted,105.0,Every Woman Needs an Escape,5.4,63,Bille Woodruff
07-09-1997,Eve's Bayou,109.0,The secrets that hold us together can also tear us apart.,6.1,27,Kasi Lemmons
05-12-2014,Still Alice,99.0,,7.5,1104,Richard Glatzer
25-08-1954,The Egyptian,139.0,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!",6.0,11,Michael Curtiz
17-03-1981,Nighthawks,99.0,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,6.4,86,Bruce Malmuth
28-07-1989,Friday the 13th Part VIII: Jason Takes Manhattan,100.0,The Big Apple's in BIG trouble!,4.8,191,Rob Hedden
22-02-2002,My Big Fat Greek Wedding,95.0,Love is here to stay... so is her family.,6.2,671,Joel Zwick
24-01-2013,Spring Breakers,94.0,A little sun can bring out your dark side.,5.0,1551,Harmony Korine
29-09-1995,Halloween: The Curse of Michael Myers,88.0,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,5.0,170,Joe Chappelle
08-06-2001,Y Tu Mamá También,106.0,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,7.3,315,Alfonso Cuar\u00f3n
09-04-2004,Shaun of the Dead,99.0,A romantic comedy. With zombies.,7.5,2420,Edgar Wright
31-10-2008,The Haunting of Molly Hartley,82.0,Her past is yet to come.,4.3,48,Mickey Liddell
21-06-1996,Lone Star,135.0,John Sayles invites you to return to the scene of the crime.,6.9,77,John Sayles
21-10-1988,Halloween 4: The Return of Michael Myers,88.0,Horror has returned to Haddonfield.,5.9,209,Dwight H. Little
27-03-1986,April Fool's Day,89.0,Childish pranks turn into a bloody battle for survival!,5.8,73,Fred Walton
02-04-1982,Diner,110.0,"Suddenly, life was more than French fries, gravy, and girls.",6.9,83,Barry Levinson
14-04-1983,Lone Wolf McQuade,107.0,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,5.5,67,Steve Carver
20-07-2011,Apollo 18,86.0,There's a reason we've never gone back to the moon.,5.0,356,Gonzalo L\u00f3pez-Gallego
18-01-2008,Sunshine Cleaning,102.0,life's a messy business.,6.5,255,Christine Jeffs
26-08-2015,No Escape,103.0,No rescue. No refuge.,6.7,777,John Erick Dowdle
20-08-1982,The Beastmaster,118.0,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",6.0,97,Don Coscarelli
25-12-1959,Solomon and Sheba,139.0,Only once in 3000 years...anything like...,5.4,8,King Vidor
28-01-2016,Fifty Shades of Black,92.0,Way shadier than gray.,4.3,331,Michael Tiddes
09-01-2009,Not Easily Broken,99.0,,6.3,9,Bill Duke
08-12-1932,A Farewell to Arms,89.0,Every woman who has loved will understand,6.2,28,Frank Borzage
11-03-2016,The Perfect Match,96.0,t's what everyone's looking for,5.2,42,Bille Woodruff
17-03-2000,Digimon: The Movie,82.0,,6.2,72,Mamoru Hosoda
21-01-2004,Saved!,92.0,,6.3,147,Brian Dannelly
21-05-2003,The Barbarian Invasions,99.0,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",6.7,77,Denys Arcand
11-03-1976,Robin and Marian,106.0,Love is the greatest adventure of all.,6.6,50,Richard Lester
27-04-2001,The Forsaken,90.0,The night... has an appetite.,4.9,47,J.S. Cardone
01-11-1978,Force 10 from Navarone,118.0,,6.4,91,Guy Hamilton
21-07-1989,UHF,97.0,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",6.7,89,Jay Levey
06-01-2006,Grandma's Boy,94.0,A movie that proves you're never too old to come of age.,6.6,220,Nicholaus Goossen
14-08-1998,Slums of Beverly Hills,91.0,Growing Up is Hard to Do,6.5,44,Tamara Jenkins
21-12-1968,Once Upon a Time in the West,175.0,There were three men in her life. One to take her... one to love her... and one to kill her.,8.1,1128,Sergio Leone
13-07-2001,Made,94.0,Welcome to disorganized crime.,6.3,55,Jon Favreau
12-06-2009,Moon,97.0,The last place you'd ever expect to find yourself.,7.6,1794,Duncan Jones
12-05-2006,Keeping Up with the Steins,90.0,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,5.2,18,Scott Marshall
14-05-2010,Sea Rex 3D: Journey to a Prehistoric World,41.0,The T-Rex of the Seas come alive.,5.9,11,Ronan Chapalain
14-05-1997,The Sweet Hereafter,112.0,There is no such thing as the simple truth.,6.8,103,Atom Egoyan
18-05-2010,Of Gods and Men,120.0,"In the face of terror, their greatest weapon was faith...",6.5,91,Xavier Beauvois
06-08-2008,Bottle Shock,110.0,"Based on a true story of love, victory, and fermentation",6.6,60,Randall Miller
10-11-1982,Jekyll and Hyde ... Together Again,87.0,The comedy that examines modern living through chemistry,4.6,5,Jerry Belson
02-09-1994,Heavenly Creatures,99.0,From a secret world no one could see... came a crime no one could believe.,7.0,294,Peter Jackson
11-09-2015,90 Minutes in Heaven,121.0,Hope lives,5.4,40,Michael Polish
15-10-2010,Everything Must Go,97.0,Lost is a good place to find yourself,6.0,208,Dan Rush
30-01-1998,Zero Effect,116.0,The world's most private detective.,6.0,55,Jake Kasdan
09-02-2004,The Machinist,101.0,A little guilt goes a long way...,7.3,1247,Brad Anderson
21-08-1992,Light Sleeper,103.0,He was a good man in a deadly business. She was his only way out.,5.7,15,Paul Schrader
09-10-2014,Kill the Messenger,112.0,Can you keep a national secret?,6.6,355,Michael Cuesta
16-12-2010,Rabbit Hole,91.0,The only way out is through.,6.9,165,John Cameron Mitchell
05-09-2003,Party Monster,98.0,'Til death do they party...,5.9,58,Fenton Bailey
15-04-2016,Green Room,95.0,One way in. No way out.,6.7,683,Jeremy Saulnier
30-03-2006,The Oh in Ohio,88.0,One woman's story is about to climax.,5.8,27,Billy Kent
12-09-2014,Atlas Shrugged Part III: Who is John Galt?,99.0,Who is John Galt?,3.9,15,James Manera
21-02-1996,Bottle Rocket,91.0,"They're not really criminals, but everyone's got to have a dream.",6.8,281,Wes Anderson
09-09-1996,Albino Alligator,97.0,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,5.6,45,Kevin Spacey
03-08-2007,"Gandhi, My Father",136.0,To the People...He was a Father. To his Son...he was a Father he never had.,6.0,2,Feroz Abbas Khan
12-02-2008,Standard Operating Procedure,117.0,,6.6,14,Errol Morris
01-05-1980,Out of the Blue,94.0,A harrowing drama from the director of Easy Rider,6.5,17,Dennis Hopper
22-01-2010,Tucker and Dale vs Evil,89.0,Evil just messed with the wrong hillbillies.,7.3,847,Eli Craig
01-01-2008,"Lovely, Still",92.0,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.",6.2,13,Nicholas Fackler
27-12-1947,Tycoon,128.0,Breath-taking Adventure !,6.6,4,Richard Wallace
06-06-1999,Desert Blue,90.0,"Once You Get There, You'll Never Want To Leave",5.5,9,Morgan J. Freeman
27-02-2004,Decoys,95.0,They can seduce anyone... Prey it isn't you!,4.7,33,Matthew Hastings
10-09-2015,The Visit,94.0,No one loves you like your grandparents.,6.0,1360,M. Night Shyamalan
01-01-2007,Redacted,90.0,,6.2,37,Brian De Palma
13-10-2004,Fascination,95.0,,3.8,4,Klaus Menzel
15-05-2015,Area 51,91.0,,4.2,151,Oren Peli
14-10-2011,Sleep Tight,107.0,Someone is watching over you,7.0,202,Jaume Balaguer\u00f3
07-02-2008,The Cottage,92.0,Sleeps Six Bloody Comfortably,6.3,80,Paul Andrew Williams
17-02-2009,Dead Like Me: Life After Death,87.0,,5.8,65,Stephen Herek
01-12-2006,Farce of the Penguins,80.0,What Happens In Antarctica... Stays in Antarctica,3.2,13,Bob Saget
01-01-2009,Flying By,95.0,It's about the music,7.0,2,
17-10-2014,Rudderless,105.0,The way back begins with a single chord.,7.4,105,William H. Macy
18-08-2014,Henry & Me,67.0,,3.0,3,Barrett Esposito
04-12-2015,Christmas Eve,95.0,They'll be home for Christmas...if only in their dreams.,6.1,24,Mitch Davis
12-11-2011,We Have Your Husband,89.0,,5.0,3,Eric Bross
04-12-2014,Dying of the Light,94.0,,4.5,118,Paul Schrader
05-12-2013,Born Of War,109.0,,4.1,7,Vicky Jewson
10-12-1977,Capricorn One,123.0,The mission was a sham. The murders were real.,6.4,131,Peter Hyams
28-04-2012,Should've Been Romeo,0.0,Even Shakespeare didn't see this one coming.,0.0,0,Marcia Bennett
27-10-2015,Running Forever,88.0,,0.0,0,
08-07-2016,Yoga Hosers,88.0,Do your 'wurst...,4.7,102,Kevin Smith
08-10-2015,Navy Seals vs. Zombies,97.0,,3.5,36,Stanton Barrett
19-12-2006,I Served the King of England,120.0,,7.0,22,Ji\u0159\u00ed Menzel
09-09-2009,Soul Kitchen,99.0,,7.1,116,Fatih Akin
30-08-1996,Sling Blade,135.0,A simple man. A difficult choice.,7.4,231,Billy Bob Thornton
17-08-2011,The Awakening,107.0,Sometimes dead does not mean gone.,6.3,458,Nick Murphy 
06-01-2005,Hostel,94.0,Welcome To Your Worst Nightmare,5.7,887,Eli Roth
17-07-2005,A Cock and Bull Story,94.0,Because everyone loves an accurate period piece.,6.2,43,Michael Winterbottom
25-11-2011,Take Shelter,120.0,,7.1,471,Jeff Nichols
22-04-1988,Lady in White,112.0,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",6.3,25,Frank LaLoggia
30-04-2006,Driving Lessons,98.0,,6.3,47,Jeremy Brock
23-12-2014,Let's Kill Ward's Wife,81.0,Real Friends Do the Dirty Work.,5.5,76,Scott Foley
22-08-1986,The Texas Chainsaw Massacre 2,101.0,After a decade of silence... The buzzz is back!,5.9,139,Tobe Hooper
23-05-1973,Pat Garrett & Billy the Kid,106.0,Best of enemies. Deadliest of friends.,7.2,65,Sam Peckinpah
30-05-2013,Only God Forgives,90.0,Time to Meet The Devil,5.6,862,Nicolas Winding Refn
13-10-2005,Camping Sauvage,80.0,,4.8,4,Christophe Ali
29-06-2011,Without Men,83.0,,4.6,8,Gabriela Tagliavini
18-05-2004,Dear Frankie,105.0,,7.0,46,Shona Auerbach
11-09-2007,All Hat,89.0,,1.0,1,Leonard Farlinger
24-11-2010,The Names of Love,100.0,"Make Love, Not War",7.3,93,Michel Leclerc
13-09-2013,Treading Water,92.0,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,5.6,6,Analeine Cal y Mayor
18-05-2007,Savage Grace,97.0,Truth is more shocking than fiction.,5.7,60,Tom Kalin
22-03-1984,Police Academy,96.0,What an Institution!,6.5,602,Hugh Wilson
05-07-1980,The Blue Lagoon,104.0,A sensuous story of natural love.,5.8,408,Randal Kleiser
09-03-1994,Four Weddings and a Funeral,117.0,Five good reasons to stay single.,6.6,632,Mike Newell
13-08-1982,Fast Times at Ridgemont High,90.0,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",7.0,322,Amy Heckerling
27-06-1956,Moby Dick,116.0,"From the immortal adventure classic...of whaling men, their ships, and the sea!",6.9,89,John Huston
16-12-2002,25th Hour,135.0,This life was so close to never happening.,7.2,629,Spike Lee
13-09-1996,Bound,108.0,"In their world, you can't buy freedom, but you can steal it.",6.9,198,Lilly Wachowski
27-10-2000,Requiem for a Dream,102.0,,7.9,2443,Darren Aronofsky
29-08-1945,State Fair,96.0,,6.2,19,Walter Lang
12-02-1998,Tango,115.0,Tango: do not ever leave me,6.8,6,Carlos Saura
23-04-1986,Salvador,123.0,Based on a true story.,7.0,71,Oliver Stone
25-03-2014,Moms' Night Out,98.0,What could go wrong?,5.5,121,Jon Erwin
18-01-2001,Donnie Darko,113.0,You can never go too far,7.7,3452,Richard Kelly
18-03-2011,Saving Private Perez,105.0,,6.1,18,Beto G\u00f3mez
17-04-1997,Character,122.0,,7.7,25,Mike van Diem
01-06-2002,Spun,101.0,The ultimate speed freak's tale.,6.6,132,Jonas \u00c5kerlund
10-10-2009,Life During Wartime,97.0,,6.3,30,Todd Solondz
29-07-2005,Sympathy for Lady Vengeance,115.0,All she wanted was a peaceful life... they didn't give it.,7.4,356,Park Chan-wook
09-06-2010,Mozart's Sister,120.0,,6.2,13,Ren\u00e9 F\u00e9ret
26-12-2001,Mean Machine,99.0,"It's Not Just About Football, It's About Pride Inside!",6.0,157,Barry Skolnick
06-09-2006,Exiled,110.0,,7.0,46,Johnnie To
31-08-2011,Blackthorn,98.0,No destiny,6.6,73,Mateo Gil
23-08-2002,Lilya 4-ever,109.0,,7.7,139,Lukas Moodysson
09-04-2010,After.Life,104.0,Life is the symptom. Death is the cure.,5.4,251,Agnieszka Wojtowicz-Vosloo
13-06-2014,Fugly,134.0,,5.3,2,Kabir Sadanand
18-11-1975,One Flew Over the Cuckoo's Nest,133.0,"If he's crazy, what does that make you?",8.2,2919,Milo\u0161 Forman
29-09-2015,R.L. Stine's Monsterville: The Cabinet of Souls,85.0,,6.9,35,Peter DeLuise
17-06-1976,Silent Movie,86.0,,6.7,78,Mel Brooks
22-01-2016,Airlift,126.0,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",7.3,57,Raja Menon
01-12-1985,Anne of Green Gables,199.0,,8.2,68,Kevin Sullivan
05-09-2014,Falcon Rising,103.0,,5.5,71,Ernie Barbarash
11-09-2012,The Sweeney,112.0,Act like a criminal to catch a criminal.,5.7,109,Nick Love
13-09-2000,Sexy Beast,89.0,There's a bit of the beast in all of us.,7.0,217,Jonathan Glazer
15-01-2010,Easy Money,124.0,,6.5,63,Daniel Espinosa
30-01-2003,Whale Rider,101.0,,7.1,111,Niki Caro
04-12-2009,Paa,133.0,,6.6,19,
24-09-2009,Cargo,120.0,,5.9,140,Ivan Engler
20-01-2006,High School Musical,98.0,This School Rocks Like No Other!,6.1,1000,Kenny Ortega
01-01-1997,Love and Death on Long Island,93.0,,6.9,11,Richard Kwietniowski
27-06-2004,Night Watch,114.0,All That Stands Between Light And Darkness Is The Night Watch.,6.3,210,Timur Bekmambetov
02-09-1992,The Crying Game,112.0,Play At Your Own Risk.,6.9,176,Neil Jordan
13-11-1981,Porky's,94.0,Keep an eye out for the funniest movie about growing up ever made!,6.1,183,Bob Clark
06-05-2010,Survival of the Dead,90.0,Death isn't what it used to be.,4.6,116,George A. Romero
01-10-1968,Night of the Living Dead,96.0,"If it doesn't scare you, you're already dead!",7.5,580,George A. Romero
31-08-2003,Lost in Translation,102.0,Everyone wants to be found.,7.3,1895,Sofia Coppola
19-04-1977,Annie Hall,93.0,A nervous romance.,7.8,1010,Woody Allen
10-01-1952,The Greatest Show on Earth,152.0,,6.6,50,Cecil B. DeMille
11-11-2001,Monster's Ball,111.0,A lifetime of change can happen in a single moment.,6.5,250,Marc Forster
08-05-2015,Maggie,95.0,Don't Get Bitten,5.2,593,Henry Hobson
27-10-1995,Leaving Las Vegas,112.0,I Love You... The Way You Are.,7.1,360,Mike Figgis
19-02-2013,Hansel and Gretel Get Baked,86.0,,4.8,67,Duane Journey
01-12-1974,The Front Page,105.0,,6.9,68,Billy Wilder
23-01-2015,The Boy Next Door,91.0,A Moment She Couldn't Resist. An Obsession He Can't Control.,4.1,1022,Rob Cohen
30-05-1956,Trapeze,105.0,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!",6.4,22,Carol Reed
09-07-2010,The Kids Are All Right,106.0,"Nic and Jules had the perfect family, until they met the man who made it all possible.",6.5,506,Lisa Cholodenko
23-11-1988,They Live,94.0,Who are they? And what do they want?,7.1,550,John Carpenter
20-06-1963,The Great Escape,172.0,Put a fence in front of these men... and they'll climb it!,7.8,717,John Sturges
23-04-2004,What the #$*! Do We (K)now!?,109.0,Time to get wise.,5.8,34,William Arntz
28-02-2013,The Last Exorcism Part II,88.0,The second coming,4.4,203,Ed Gass-Donnelly
05-06-2014,Boyhood,164.0,12 years in the making.,7.5,1971,Richard Linklater
27-07-2006,Scoop,96.0,The perfect man. The perfect story. The perfect murder.,6.4,420,Woody Allen
16-11-2001,The Wash,93.0,"When you're down 'n dirty, it all comes out in...",5.3,26,DJ Pooh
01-03-2000,3 Strikes,82.0,"the few, the proud, the paroled.",5.9,15,DJ Pooh
17-01-2003,The Cooler,101.0,When your life depends on losing... the last thing you need is lady luck.,6.7,89,Wayne Kramer
01-01-1961,The Misfits,124.0,It shouts and sings with life ... explodes with love!,6.8,72,John Huston
12-02-2006,The Night Listener,91.0,You never know who's listening.,5.5,57,Patrick Stettner
03-02-1995,The Jerky Boys,82.0,,4.8,10,James Melkonian
27-08-2007,The Orphanage,105.0,A tale of love.  A story of horror.,7.1,633,Juan Antonio Bayona
17-04-2014,A Haunted House 2,87.0,It'll scare the #2 out of you.,5.4,346,Michael Tiddes
11-10-2002,The Rules of Attraction,110.0,We all run on instinct,6.3,168,Roger Avary
18-12-1969,Topaz,143.0,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,6.1,77,Alfred Hitchcock
17-11-2006,Let's Go to Prison,84.0,Welcome to the slammer,5.5,69,Bob Odenkirk
09-12-1995,Four Rooms,98.0,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",6.5,530,Allison Anders
11-01-2002,Secretary,104.0,Assume the position.,6.7,376,Steven Shainberg
23-04-2003,The Real Cancun,96.0,,3.3,8,Rick de Oliveira
21-12-1988,Talk Radio,110.0,The last neighborhood in America.,6.7,46,Oliver Stone
31-01-1996,Waiting for Guffman,84.0,There's a good reason some talent remains undiscovered.,7.3,63,Christopher Guest
10-09-1999,Love Stinks,94.0,,5.4,11,Jeff Franklin
09-02-2007,You Kill Me,90.0,Professional alcoholic hit man gets life back on track thanks to her,6.2,80,John Dahl
23-01-2005,Thumbsucker,96.0,,6.1,67,Mike Mills
19-08-2011,Red State,88.0,Fear God.,5.9,316,Kevin Smith
25-01-2005,Mirrormask,101.0,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,6.6,102,Dave McKean
16-09-2011,Samsara,102.0,,8.0,167,Ron Fricke
01-03-1987,The Barbarians,87.0,Warriors. Conquerors. Heroes.,5.1,8,Ruggero Deodato
17-06-2011,The Art of Getting By,83.0,The toughest lesson is love.,6.5,415,Gavin Wiesen
28-08-2015,Zipper,103.0,Why take the risk,5.5,58,Mora Stephens
07-06-2002,Poolhall Junkies,99.0,It's your shot. Take it.,6.5,25,Mars Callahan
29-04-1999,The Loss of Sexual Innocence,106.0,,5.2,9,Mike Figgis
02-07-2012,Holy Motors,115.0,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",6.9,228,Leos Carax
11-04-2014,Joe,118.0,,6.5,338,David Gordon Green
22-08-1997,Shooting Fish,109.0,Fat cats are too easy. Go for the big fish.,7.0,23,Stefan Schwartz
04-03-1988,Prison,102.0,Horror Has A New Home.,6.7,27,Renny Harlin
06-08-2000,Psycho Beach Party,95.0,Party till you drop. Dead.,6.0,26,Robert Lee King
01-01-1999,The Big Tease,87.0,He saw. He combed. He conquered.,5.8,6,Kevin Allen
18-10-2013,"Guten Tag, Ramón",119.0,,8.1,18,Jorge Ram\u00edrez Su\u00e1rez
10-09-2010,Trust,104.0,"What took her family years to build, a stranger stole in an instant.",6.6,307,David Schwimmer
22-12-2000,An Everlasting Piece,103.0,Piece on Earth.,6.0,1,Barry Levinson
24-06-1998,Among Giants,93.0,"a love story from the writer of ""The Full Monty"".",4.5,2,Sam Miller
03-04-2013,Adore,100.0,,6.1,291,Anne Fontaine
16-07-1999,The Velocity of Gary,100.0,*(Not His Real Name),4.2,5,Dan Ireland
27-09-2002,Mondays in the Sun,113.0,This film is not based on a real story. It is based on thousands.,7.1,36,Fernando Le\u00f3n de Aranoa
30-09-2010,Stake Land,98.0,The Most Dangerous Thing Is To Be Alive.,6.2,285,Jim Mickle
20-06-1997,The Last Time I Committed Suicide,92.0,Life is what happens when you're busy making plans,6.7,7,Stephen T. Kay
01-05-2014,Futuro Beach,106.0,A hero split in half.,6.4,31,Karim A\u00efnouz
18-11-2011,Another Happy Day,119.0,"At this wedding, the F-word stands for Family",6.2,37,Sam Levinson
09-04-2011,A Lonely Place to Die,99.0,"Out here, there's nowhere to hide.",6.2,157,Julian Gilbey
09-09-2003,Nothing,90.0,,5.8,38,Vincenzo Natali
26-07-2013,The Geographer Drank His Globe Away,120.0,,7.3,23,Aleksandr Veledinskiy
09-11-1972,1776,142.0,The award winning musical comes to the screen!,7.1,20,Peter H. Hunt
14-09-2012,Inescapable,93.0,You can never escape your past,5.2,13,Ruba Nadda
15-11-1930,Hell's Angels,127.0,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,6.1,19,James Whale
30-04-2007,Purple Violets,103.0,A second chance for a first love.,5.7,9,Edward Burns
21-04-2016,The Veil,93.0,The dead come back,4.5,118,Phil Joanou
13-09-2009,The Loved Ones,84.0,Don't break her heart,6.6,207,Sean Byrne
27-10-2012,The Helpers,78.0,Can we help you?,4.1,8,Chris Stokes
21-07-2012,How to Fall in Love,0.0,,5.2,20,Mark Griffiths
28-02-2014,The Perfect Wave,113.0,,4.4,21,Bruce MacDonald
12-12-1966,A Man for All Seasons,120.0,...a motion picture for all times!,7.5,89,Fred Zinnemann
01-11-1976,Network,121.0,Not since the dawn of time has America experienced a man like Howard Beale!,7.7,381,Sidney Lumet
15-12-1939,Gone with the Wind,238.0,The greatest romance of all time!,7.7,970,Victor Fleming
03-07-2014,Desert Dancer,98.0,Be Brave. Be Bold. Be Free.,6.5,18,Richard Raymond
07-04-1965,Major Dundee,123.0,,6.2,38,Sam Peckinpah
17-05-1950,Annie Get Your Gun,107.0,,7.3,22,George Sidney
07-05-2010,Four Lions,101.0,We are 4 Lions.,7.0,423,Chris Morris
13-05-2005,The House of Sand,115.0,,6.7,9,Andrucha Waddington
12-09-2009,Defendor,101.0,An unexpected hero will rise.,6.5,195,Peter Stebbings
11-06-1948,The Pirate,102.0,The great MGM musical romance,6.6,17,Vincente Minnelli
11-09-2009,The Good Heart,95.0,Everyone needs a refuge from the world.,6.0,21,Dagur K\u00e1ri
02-10-2006,The History Boys,109.0,History. It's just one bloody thing after another.,6.6,66,Nicholas Hytner
25-05-1969,Midnight Cowboy,113.0,Whatever you hear about Midnight Cowboy is true.,7.4,299,John Schlesinger
13-08-1997,The Full Monty,91.0,The year's most revealing comedy.,6.8,363,Peter Cattaneo
02-07-1980,Airplane!,88.0,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",7.1,1074,Jerry Zucker
30-08-2015,Chain of Command,88.0,"When duty calls, plans change",5.3,11,Kevin Carraway
26-04-1995,Friday,91.0,A lot can go down between thursday and saturday...,7.0,503,F. Gary Gray
26-05-1993,Menace II Society,97.0,This is the truth. This is what's real.,7.2,173,Albert Hughes
01-05-1987,Creepshow 2,92.0,"When the curtain goes up, the terror begins.",5.9,129,Michael Gornick
13-05-1970,The Ballad of Cable Hogue,121.0,,6.9,47,Sam Peckinpah
14-12-1967,In Cold Blood,134.0,,7.4,82,Richard Brooks
18-06-1959,The Nun's Story,149.0,Her Faith Remained Strong and True in the Face of Africa's Terrors!,7.4,46,Fred Zinnemann
23-02-1966,Harper,121.0,Harper takes a case - and the payoff is murder.,6.2,35,Jack Smight
25-05-1972,Frenzy,116.0,Just an ordinary necktie used with a deadly new twist.,7.1,158,Alfred Hitchcock
19-02-2016,The Witch,92.0,Evil takes many forms.,6.3,1434,Robert Eggers
27-05-1998,I Got the Hook Up,93.0,A truckload of cell phones... turns into a boatload of cash!,5.4,8,Michael Martin
26-08-1996,She's the One,96.0,A romantic comedy about two brothers... and the one thing that came between them.,5.7,70,Edward Burns
21-01-1998,Gods and Monsters,105.0,,6.8,81,Bill Condon
13-08-2009,The Secret in Their Eyes,129.0,,7.8,626,Juan Jos\u00e9 Campanella
16-10-2008,Train,94.0,You're in for a hell of a ride.,4.8,36,Gideon Raff
13-03-1987,Evil Dead II,84.0,The Sequel To The Ultimate Experience In Grueling Terror,7.6,742,Sam Raimi
29-06-2001,Pootie Tang,81.0,Too cool for words.,5.4,43,Louis C.K.
11-07-2013,Sharknado,86.0,Enough said!,3.8,476,Anthony C. Ferrante
01-04-1999,The Other Conquest,105.0,The spirit of a people can never be conquered.,5.4,4,Salvador Carrasco
29-10-2010,Troll Hunter,103.0,You believe it when you see it!,6.7,583,Andr\u00e9 \u00d8vredal
01-01-2006,Ira & Abby,104.0,"First comes love, then comes marriage, then comes therapy.",5.8,9,Robert Cary
07-02-2006,Winter Passing,98.0,Sometimes you go looking for something you want. . . and find what you need.,6.7,28,Adam Rapp
21-01-2004,D.E.B.S.,91.0,Evil is so totally busted!,5.6,90,Angela Robinson
08-01-2016,The Masked Saint,111.0,,2.9,7,Warren P. Sonoda
27-09-2008,The Betrayed,98.0,What she doesn't know could kill her.,5.2,10,Amanda Gusack
16-09-1999,Taxman,104.0,"In life only two things are certain, death and taxes.",2.0,1,Avi Nesher
29-04-2016,The Secret,200.0,,0.0,0,Nick Murphy 
25-04-2009,0.092361111111111116,96.0,Killers Are Not Born ... They Are Made,4.6,10,Charles Adelman
18-01-2013,"Batman: The Dark Knight Returns, Part 2",78.0,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,7.9,419,Jay Oliva
04-09-2015,Time to Choose,100.0,Climate change for good.,0.0,0,Charles Ferguson
27-12-2013,In the Name of the King III,85.0,,3.3,19,Uwe Boll
04-03-2014,Wicked Blood,92.0,The Ultimate Endgame,5.3,37,Mark Young
05-06-2015,Stranded,86.0,Revenge comes at a price.,5.0,11,"Daniel Petrie, Jr."
06-01-2014,Lords of London,90.0,"In this city, crime is a family business.",3.6,6,Antonio Simoncini
25-12-1977,High Anxiety,94.0,The Master of Comedy takes on The Master of Suspense!,6.5,84,Mel Brooks
26-01-2005,March of the Penguins,80.0,"In the harshest place on Earth, love finds a way.",6.9,358,Luc Jacquet
28-09-2011,Margin Call,107.0,Be first. Be smarter. Or cheat.,6.7,524,J.C. Chandor
09-06-2011,August,100.0,,6.2,15,Eldar Rapaport
26-09-2008,Choke,92.0,From the author of Fight Club,6.0,127,Clark Gregg
10-10-2014,Whiplash,105.0,The road to greatness can take you to the edge.,8.3,4254,Damien Chazelle
05-02-2002,City of God,130.0,"If you run you're dead... if you stay, you're dead again. Period.",8.1,1814,Fernando Meirelles
04-06-1999,Human Traffic,99.0,The Weekend has Landed!,6.8,97,Justin Kerrigan
13-03-2015,To Write Love on Her Arms,118.0,Based on the True Story that started a Global Movement.,6.8,47,Nathan Frankowski
