ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
1546,13-07-2016,126,The Infiltrator,Broad Green Pictures,Thriller/Suspense,15436808,1784602
1547,22-04-2011,129,African Cats,Walt Disney,Documentary,15428747,1945617
1548,21-12-2012,130,Jack Reacher,Paramount Pictures,Thriller/Suspense,15373522,1890962
1549,31-01-2020,29,Gretel & Hansel,United Artists,Horror,15347654,1671857
1550,29-01-2021,55,The Little Things,Warner Bros.,Thriller/Suspense,15342746,1508628
1551,25-12-2010,130,Gulliver's Travels,20th Century Fox,Adventure,15324755,1932504
1552,01-11-2013,131,About Time,Universal,Romantic Comedy,15323921,1884861
1553,08-01-2010,131,Youth in Revolt,Weinstein/Dimension,Comedy,15285588,1937336
1554,21-10-2016,119,Moonlight,A24,Drama,15245163,1699572
1555,07-09-2023,87,Jawan,Yash Raj Films,Action,15198530,1409882
1556,08-04-2011,131,Born to be Wild 3D,Warner Bros.,Documentary,15183665,1914712
1557,20-04-2012,135,To the Arctic 3D,Warner Bros.,Documentary,15183579,1907484
1558,01-03-2013,132,The Last Exorcism Part II,CBS Films,Horror,15179303,1867072
1559,25-07-2014,128,And So It Goes,Clarius Entertain…,Comedy,15160801,1855667
1560,05-07-2024,70,MaXXXine,A24,Horror,15097633,1400522
1561,19-12-1997,88,Titanic,Paramount Pictures,Drama,15096069,1400377
1563,12-10-2012,136,Seven Psychopaths,CBS Films,Comedy,15024049,1887443
1564,10-06-2011,132,Judy Moody and the Not Bumm…,Relativity,Adventure,15013650,1893272
1565,24-09-2021,56,Dear Evan Hansen,Universal,Musical,15002646,1475186
1566,23-11-2022,58,Glass Onion: A Knives Out M…,Netflix,Drama,15000000,1424501
1567,01-02-2019,118,Miss Bala,Sony Pictures,Action,14998027,1637339
1568,07-10-2022,59,Amsterdam,20th Century Studios,Comedy,14947969,1419560
1569,30-11-2012,137,Killing Them Softly,Weinstein Co.,Thriller/Suspense,14904981,1872485
1570,21-10-2016,127,Keeping Up with the Joneses,20th Century Fox,Comedy,14904426,1723055
1571,08-08-2014,130,Step Up All In,Lionsgate,Drama,14904384,1824282
1572,14-12-2018,128,Mortal Engines,Universal,Action,14894175,1634925
1573,08-02-2019,119,The Prodigy,Orion Pictures,Horror,14856291,1621865
1574,09-11-2018,129,The Girl in the Spider’s Web,Sony Pictures,Thriller/Suspense,14828555,1627722
1575,01-12-2023,89,Animal,Moksha Movies,Action,14770658,1370190
1576,08-10-2010,132,My Soul to Take,Universal,Horror,14744435,1868750
1577,19-11-2021,57,King Richard,Warner Bros.,Drama,14730278,1448405
1578,15-04-2016,128,Criminal,Lionsgate,Action,14708696,1700427
1579,30-11-2018,130,The Possession of Hannah Grace,Sony Pictures,Horror,14682696,1611711
1580,07-04-2017,120,The Case for Christ,Pure Flix Enterta…,Drama,14678714,1636422
1581,13-03-2015,118,It Follows,RADiUS-TWC,Horror,14674077,1740697
1582,18-11-2022,60,The Chosen Season 3: Episod…,Fathom Events,Drama,14612089,1387662
1583,07-01-2022,61,The 355,Universal,Thriller/Suspense,14570455,1383708
1584,14-11-2014,131,Beyond the Lights,Relativity,Drama,14564709,1782706
1585,20-09-2024,71,The Substance,MUBI,Horror,14547881,1349525
1586,31-12-2020,58,Stillwater,Focus Features,Drama,14465535,1422373
1587,11-03-2016,129,"Hello, My Name is Doris",Roadside Attractions,Drama,14444999,1669942
1588,27-06-2014,132,America: Imagine a World Wi…,Lionsgate,Documentary,14444502,1767992
1589,21-08-2015,119,American Ultra,Lionsgate,Black Comedy,14439985,1712928
1590,01-02-2024,72,The Chosen: Season 4 Episod…,Fathom Events,Drama,14409169,1336657
1591,18-11-2016,130,The Edge of Seventeen,STX Entertainment,Drama,14406786,1665524
1592,16-10-2015,120,Woodlawn,Pure Flix Enterta…,Drama,14380599,1705883
1593,13-04-2012,138,Lockout,Open Road,Thriller/Suspense,14326865,1799857
1594,14-07-2017,121,Wish Upon,Broad Green Pictures,Horror,14301505,1594370
1595,25-12-2021,62,American Underdog: The Kurt…,Lionsgate,Drama,14301214,1358139
1596,16-10-2020,30,Honest Thief,Open Road,Thriller/Suspense,14163574,1542872
1597,05-10-2018,120,A Star is Born,Warner Bros.,Drama,14130981,1542684
1598,15-03-2013,133,Spring Breakers,A24,Thriller/Suspense,14124286,1737304
1599,03-01-2014,133,Paranormal Activity: The Ma…,Paramount Pictures,Horror,14118761,1728122
1600,03-10-2014,134,Left Behind,Freestyle Releasing,Thriller/Suspense,14019924,1716024
1601,04-05-2018,131,RBG,Magnolia Pictures,Documentary,14017361,1538678
1602,13-05-2016,131,Love & Friendship,Roadside Attractions,Drama,14016568,1620412
1603,30-09-2011,133,What's Your Number?,20th Century Fox,Romantic Comedy,14011084,1766845
1604,09-06-2017,122,It Comes at Night,A24,Horror,13985117,1559098
1605,19-03-2010,133,Repo Men,Universal,Action,13942007,1767048
1606,21-11-2018,121,Ralph Breaks The Internet,Walt Disney,Adventure,13939018,1521726
1607,24-03-2022,63,"RRR: Rise, Roar, Revolt",Sarigama Cinemas,Action,13930910,1322973
1608,15-09-2023,90,Dumb Money,Sony Pictures,Comedy,13919484,1291232
1609,21-04-2017,123,Born in China,Walt Disney,Documentary,13873211,1546623
1610,19-08-2011,134,One Day,Focus Features,Drama,13843771,1745746
1611,22-08-2014,135,Sin City: A Dame to Kill For,Weinstein Co.,Action,13757804,1683941
1612,22-08-2012,139,Hit & Run,Open Road,Comedy,13749300,1727298
1613,09-09-2011,135,Warrior,Lionsgate,Drama,13657115,1722208
1614,11-08-2023,91,The Last Voyage of the Demeter,Universal,Horror,13637180,1265044
1615,10-05-2019,122,Poms,STX Entertainment,Comedy,13631124,1488113
1616,30-10-2015,121,Burnt,Weinstein Co.,Comedy,13596955,1612924
1617,06-03-2020,31,The Way Back,Warner Bros.,Drama,13590514,1480448
1618,26-02-2020,32,My Hero Academia: Heroes: R…,FUNimation,Adventure,13553826,1476451
1619,13-07-2018,132,Eighth Grade,A24,Drama,13539710,1486246
1620,25-12-2019,33,Uncut Gems,A24,Thriller/Suspense,13467396,1467036
1621,21-09-2012,140,Dredd,Lionsgate,Action,13414714,1685265
1622,09-06-2017,124,Megan Leavey,Bleecker Street,Drama,13406304,1494571
1623,21-11-2014,122,The Hunger Games: Mockingja…,Lionsgate,Action,13401383,1589725
1624,10-09-2021,59,Malignant,Warner Bros.,Horror,13391791,1316794
1625,01-12-2021,60,Christmas with the Chosen: …,Fathom Events,Concert/Perfor…,13388000,1316420
1626,31-01-2014,136,Labor Day,Paramount Pictures,Drama,13371528,1636661
1627,27-05-2011,136,The Tree of Life,Fox Searchlight,Drama,13305665,1677890
1628,21-12-2012,134,This is 40,Universal,Comedy,13289310,1634601
1629,05-03-2021,61,Chaos Walking,Lionsgate,Action,13287908,1306579
1630,01-10-2010,134,Case 39,Paramount Vantage,Horror,13261851,1680843
1631,23-12-2022,64,Whitney Houston I Wanna Dan…,Sony Pictures,Drama,13256913,1258966
1632,25-12-2015,132,Point Break,Warner Bros.,Action,13197946,1525774
1633,25-05-2012,141,The Intouchables,Weinstein Co.,Comedy,13160899,1653379
1634,24-11-2017,133,Call Me by Your Name,Sony Pictures Cla…,Drama,13158311,1444381
1635,25-12-2011,137,The Darkest Hour,Summit Entertainment,Action,13137963,1656741
1636,28-10-2011,138,The Rum Diary,FilmDistrict,Drama,13109815,1653192
1637,15-07-2016,133,Hillary’s America: The Secr…,Quality Flix,Documentary,13099931,1514442
1638,19-05-1999,73,Star Wars Ep. I: The Phanto…,20th Century Fox,Adventure,13029994,1208719
1639,05-08-2022,65,Easter Sunday,Universal,Comedy,13013690,1235867
1640,10-12-2010,139,The Tourist,Sony Pictures,Thriller/Suspense,12997966,1639087
1641,20-03-2015,123,Do You Believe?,Pure Flix Enterta…,Drama,12985600,1540403
1642,07-07-2023,92,Joy Ride,Lionsgate,Comedy,12897789,1196455
1643,22-12-2017,125,Father Figures,Warner Bros.,Comedy,12885287,1436487
1644,26-08-1994,93,Jurassic Park,Universal,Adventure,12881195,1194916
1645,07-12-2012,142,Playing for Keeps,FilmDistrict,Romantic Comedy,12851597,1614522
1646,31-12-2016,126,The Founder,Weinstein Co.,Drama,12786053,1425424
1647,04-11-2022,66,One Piece Film: Red,Crunchyroll,Action,12768073,1212542
1648,25-12-2013,137,The Secret Life of Walter M…,20th Century Fox,Adventure,12765884,1562531
1649,09-03-2012,143,Silent House,Open Road,Horror,12739737,1600469
1650,25-12-2017,127,All the Money in the World,Sony Pictures,Thriller/Suspense,12712380,1417211
1651,03-08-2018,134,The Darkest Minds,20th Century Fox,Adventure,12695691,1393599
1652,09-12-2011,140,Young Adult,Paramount Pictures,Comedy,12669252,1597636
1653,26-02-2016,134,Triple 9,Open Road,Thriller/Suspense,12639297,1461190
1654,22-09-2017,128,Battle of the Sexes,Fox Searchlight,Drama,12638526,1408977
1655,21-02-2020,34,Brahms: The Boy II,STX Entertainment,Horror,12611536,1373805
1656,21-10-2016,135,Moonlight,A24,Drama,12609768,1457776
1657,14-02-2014,138,Winter’s Tale,Warner Bros.,Drama,12600231,1542255
1658,04-01-2013,135,Texas Chainsaw 3D,Lionsgate,Horror,12597475,1549504
1659,05-06-2015,124,Love & Mercy,Roadside Attractions,Drama,12551031,1488853
1660,02-09-2016,136,The Light Between Oceans,Walt Disney,Drama,12545979,1450402
1661,22-01-2010,135,Extraordinary Measures,CBS Films,Drama,12482741,1582096
1662,19-11-2010,141,Harry Potter and the Deathl…,Warner Bros.,Adventure,12450090,1569999
1663,29-06-2012,144,People Like Us,Walt Disney,Drama,12431792,1561782
1664,23-01-2015,125,Strange Magic,Walt Disney,Musical,12429583,1474446
1665,25-12-2017,135,All the Money in the World,Sony Pictures,Thriller/Suspense,12393945,1360476
1666,29-06-2018,136,Three Identical Strangers,Neon,Documentary,12320845,1352452
1667,20-02-2015,126,Hot Tub Time Machine 2,Paramount Pictures,Comedy,12314651,1460812
1668,13-09-2024,74,Am I Racist?,SDG Releasing,Documentary,12294071,1140451
1669,10-07-2015,127,Self/Less,Focus Features,Thriller/Suspense,12279691,1456665
1670,20-06-1975,67,Jaws,Universal,Horror,12257035,1164010
1671,17-12-2018,123,They Shall Not Grow Old,Warner Bros.,Documentary,12253074,1337672
1672,03-03-2017,129,Before I Fall,Open Road,Drama,12241072,1364668
1673,01-05-2015,128,Far from the Madding Crowd,Fox Searchlight,Drama,12236500,1451542
1675,09-08-2019,124,The Kitchen,Warner Bros.,Drama,12180032,1329698
1676,12-04-2019,125,After,Aviron Pictures,Drama,12138565,1325170
1677,01-10-2010,136,Let Me In,Overture Films,Horror,12134935,1538015
1678,03-07-1985,129,Back to the Future,Universal,Adventure,12127168,1438572
1679,23-11-2022,68,The Fabelmans,Universal,Drama,12112360,1150271
1680,26-05-2023,94,About My Father,Lionsgate,Comedy,12089391,1121464
1681,01-10-1968,130,Night of the Living Dead,Walter Reade Orga…,Horror,12087064,1347498
1682,31-03-2023,95,His Only Son,Angel Studios,Drama,12084084,1120972
1683,18-01-2013,136,The Last Stand,Lionsgate,Action,12050299,1482201
1684,13-11-2015,130,The 33,Warner Bros.,Drama,12049242,1429328
1685,25-08-2023,96,Bottoms,MGM,Comedy,12036071,1116518
1686,01-06-2018,137,Upgrade,BH Tilt,Thriller/Suspense,11977130,1314723
1687,01-12-2023,97,The Shift,Angel Studios,Thriller/Suspense,11925234,1106236
1688,16-08-2019,126,Blinded by the Light,Warner Bros.,Drama,11901145,1299252
1689,10-08-2011,142,Glee: The 3D Concert Movie,20th Century Fox,Concert/Perfor…,11862398,1495889
1690,17-11-2017,131,"Roman J. Israel, Esq.",Sony Pictures,Drama,11851274,1321212
1691,25-01-2018,138,Padmavati,Paramount Pictures,Drama,11846060,1300335
1692,18-10-2019,35,Jojo Rabbit,Fox Searchlight,Black Comedy,11791356,1284461
1693,18-03-2022,69,X,A24,Horror,11769469,1117708
1694,11-10-2024,75,We Live in Time,A24,Drama,11760401,1090946
1695,29-01-2016,137,Fifty Shades of Black,Open Road,Comedy,11686940,1351091
1696,24-02-2012,145,Gone,Lionsgate,Thriller/Suspense,11682205,1467613
1697,04-07-2024,76,Sound of Hope: The Story of…,Angel Studios,Drama,11647099,1080435
1698,30-09-2022,70,Bros,Universal,Romantic Comedy,11628165,1104289
1699,09-12-2022,98,The Whale,A24,Drama,11598030,1075884
1700,15-04-2011,143,The Conspirator,Roadside Attractions,Drama,11538204,1455006
1701,16-11-2012,146,Anna Karenina,Focus Features,Drama,11537763,1449467
1702,02-09-2016,138,No Manches Frida,Lionsgate,Comedy,11528613,1332787
1703,07-09-2012,147,The Words,CBS Films,Drama,11494838,1444075
1704,27-10-2023,99,After Death,Angel Studios,Documentary,11477621,1064714
1705,02-01-2015,131,The Woman in Black 2: Angel…,Relativity,Horror,11473908,1361080
1706,28-09-2018,139,Free Solo,Greenwich,Documentary,11447188,1256551
1708,21-04-2017,132,Unforgettable,Warner Bros.,Thriller/Suspense,11368012,1267337
1709,18-11-2016,133,Fantastic Beasts and Where …,Warner Bros.,Adventure,11362002,1266667
1710,07-11-2014,132,Big Hero 6,Walt Disney,Adventure,11320792,1342917
1711,17-11-2023,100,Saltburn,Amazon MGM Studios,Thriller/Suspense,11256512,1044203
1712,27-06-2012,148,Beasts of the Southern Wild,Fox Searchlight,Drama,11249128,1413207
1713,11-03-2011,144,Jane Eyre,Focus Features,Drama,11242660,1417737
1714,28-09-2018,140,The Old Man and the Gun,Fox Searchlight,Comedy,11198543,1229258
1715,04-12-2013,137,Out of the Furnace,Relativity,Drama,11187536,1376080
1716,07-11-2014,133,The Theory of Everything,Focus Features,Drama,11121187,1319239
1717,28-09-2018,141,Hell Fest,CBS Films,Horror,11107431,1219257
1718,15-07-2016,139,Café Society,Lionsgate,Drama,11103205,1283607
1719,01-11-2013,139,Dallas Buyers Club,Focus Features,Drama,10997442,1346076
1720,08-12-2023,77,The Boy and the Heron,GKIDS,Adventure,10986312,1019138
1721,02-06-2023,101,Past Lives,A24,Drama,10950663,1015831
1722,26-11-2021,71,Licorice Pizza,United Artists,Drama,10935116,1038472
1723,14-04-2023,102,Suzume,Sony Pictures,Adventure,10932037,1014104
1724,02-11-2012,138,Wreck-It Ralph,Walt Disney,Adventure,10911037,1342070
1725,05-02-2016,140,Pride and Prejudice and Zom…,Sony Pictures,Comedy,10907291,1260958
1726,08-03-2013,139,Dead Man Down,FilmDistrict,Thriller/Suspense,10895295,1340134
1727,21-12-2012,149,Cirque du Soleil: Worlds Away,Paramount Pictures,Adventure,10878362,1366628
1728,17-11-2017,142,Wonder,Lionsgate,Drama,10863515,1192482
1729,15-10-2021,63,The Last Duel,20th Century Studios,Drama,10853945,1067251
1730,01-12-2023,78,Godzilla Minus One,Toho International,Action,10838381,1005415
1731,18-10-2019,128,The Lighthouse,A24,Horror,10809320,1180056
1732,25-12-2023,103,Ferrari,Neon,Drama,10778480,999858
1733,13-05-2016,141,The Darkness,High Top Releasing,Horror,10753574,1243187
1734,02-05-2014,140,Belle,Fox Searchlight,Drama,10726630,1312929
1735,12-09-2014,141,The Drop,Fox Searchlight,Drama,10724389,1312654
1736,25-02-2011,145,Drive Angry,Summit Entertainment,Action,10721033,1351958
1737,20-03-2015,134,The Gunman,Open Road,Thriller/Suspense,10664749,1265094
1738,15-11-2013,142,Nebraska,Paramount Pictures,Drama,10651616,1303747
1739,06-10-2022,72,Terrifier 2,Iconic Releasing,Horror,10640105,1010456
1740,22-11-2019,129,Dark Waters,Focus Features,Drama,10633879,1160904
1741,29-10-2021,64,Antlers,Searchlight Pictures,Horror,10619670,1044215
1742,23-06-2017,134,The Beguiled,Focus Features,Thriller/Suspense,10576669,1179115
1743,29-05-2009,137,Millénium - Le Film,Alliance Atlantis,Thriller/Suspense,10561224,1338558
1744,18-06-2010,138,Jonah Hex,Warner Bros.,Action,10547117,1336770
1745,01-03-2019,130,Greta,Focus Features,Thriller/Suspense,10544310,1151126
1746,25-07-2014,143,Magic in the Moonlight,Sony Pictures Cla…,Romantic Comedy,10534510,1289413
1747,28-03-2014,144,Sabotage,Open Road,Action,10508518,1286232
1748,14-12-2018,131,If Beale Street Could Talk,Annapurna Pictures,Drama,10506525,1147000
1749,30-08-2013,140,Getaway,Warner Bros.,Thriller/Suspense,10501938,1291751
1750,21-02-2020,36,Impractical Jokers: The Movie,truTV,Comedy,10466091,1140097
1751,26-05-2023,104,The Machine,Sony Pictures,Action,10458331,970161
1752,23-12-2022,105,Whitney Houston I Wanna Dan…,Sony Pictures,Drama,10451167,969496
1753,05-11-2010,139,127 Hours,Fox Searchlight,Drama,10434435,1322489
1754,15-07-2022,73,Mrs. Harris Goes to Paris,Focus Features,Drama,10433915,990875
1755,09-05-2014,145,Moms’ Night Out,Sony Pictures,Comedy,10429707,1276585
1756,13-03-2020,37,I Still Believe,Lionsgate,Drama,10410004,1133987
1757,25-11-2015,142,Creed,Warner Bros.,Drama,10382416,1200279
1758,10-12-2021,74,West Side Story,20th Century Studios,Musical,10361074,983957
1759,16-09-2011,146,Straw Dogs,Sony Pictures,Thriller/Suspense,10324441,1301947
1760,17-09-2021,65,Cry Macho,Warner Bros.,Drama,10310734,1013838
1761,20-09-2024,79,Never Let Go,Lionsgate,Horror,10306106,956039
1762,25-12-2016,135,Live by Night,Warner Bros.,Drama,10283585,1146442
1763,08-12-2023,106,Poor Things,Searchlight Pictures,Black Comedy,10269036,952601
1764,13-10-1993,107,The Nightmare Before Christmas,Walt Disney,Musical,10251956,951016
1765,06-04-2018,143,The Miracle Season,LD Entertainment,Drama,10230620,1123009
1766,06-03-2015,135,Unfinished Business,20th Century Fox,Comedy,10219501,1212278
1767,05-04-2019,132,The Best of Enemies,STX Entertainment,Drama,10205616,1114150
1768,18-11-2016,143,Nocturnal Animals,Focus Features,Thriller/Suspense,10185257,1177486
1769,18-03-2011,147,Win Win,Fox Searchlight,Drama,10179275,1283641
1770,17-03-2017,136,The Belko Experiment,BH Tilt,Horror,10166820,1133424
1771,09-10-2015,136,The Walk,Sony Pictures,Drama,10161183,1205360
1772,18-12-2020,66,Monster Hunter,Sony Pictures,Action,10144067,997450
1773,29-04-2011,148,Hoodwinked Too: Hood vs. Evil,Weinstein Co.,Adventure,10143779,1279165
1774,29-04-2011,149,Prom,Walt Disney,Comedy,10130219,1277455
1775,29-10-2021,67,Last Night in Soho,Focus Features,Thriller/Suspense,10127625,995833
1776,21-02-2020,38,Emma.,Focus Features,Drama,10055355,1095354
1777,13-03-2020,39,Bloodshot,Sony Pictures,Action,10021787,1091697
1778,15-01-2016,144,The Lady in the Van,Sony Pictures Cla…,Drama,10021175,1158517
1779,22-03-2024,80,Late Night with the Devil,IFC Films,Horror,10001000,927736
1780,19-03-2010,150,Hubble 3D,Warner Bros.,Documentary,9936258,1252996
1781,25-12-2014,146,Big Eyes,Weinstein Co.,Drama,9924025,1214690
1782,07-12-2018,144,Mary Queen of Scots,Focus Features,Drama,9906230,1087401
1783,19-12-2014,147,P.K.,UTV Communications,Comedy,9896123,1211275
1784,13-12-2019,133,Black Christmas,Universal,Horror,9867670,1077257
1785,03-01-2020,40,The Grudge,Sony Pictures,Horror,9812035,1068849
1786,09-02-2024,81,Lisa Frankenstein,Focus Features,Comedy,9774285,906705
1787,29-10-2021,68,My Hero Academia: World Her…,FUNimation,Adventure,9767647,960437
1788,13-05-2022,75,Firestarter,Universal,Horror,9739250,924905
1789,16-10-2015,145,Room,A24,Drama,9700702,1121468
1790,11-03-2016,146,The Perfect Match,Lionsgate,Romantic Comedy,9669521,1117863
1791,16-09-2011,151,I Don't Know How She Does It,Weinstein Co.,Comedy,9659074,1218042
1792,22-03-2019,134,Hotel Mumbai,Bleecker Street,Thriller/Suspense,9619500,1050163
1793,11-02-2022,76,Blacklight,Briarcliff Entert…,Action,9591094,910835
1794,16-09-2022,77,See How They Run,Searchlight Pictures,Comedy,9586237,910373
1795,23-03-2018,145,Midnight Sun,Global Road,Drama,9561064,1049513
1796,22-12-2021,78,The Matrix Resurrections,Warner Bros.,Action,9552171,907139
1797,30-10-2020,41,Come Play,Focus Features,Horror,9505540,1035461
1798,03-06-2016,147,Popstar: Never Stop Never S…,Universal,Comedy,9496130,1097818
1799,01-02-2013,141,Bullet to the Head,Warner Bros.,Action,9489829,1167260
1800,15-02-2024,82,The Chosen: Season 4 Episod…,Fathom Events,Drama,9482744,879660
1801,27-10-2017,137,Thank You for Your Service,Universal,Drama,9479390,1056788
1802,13-10-2017,138,Marshall,Open Road,Drama,9468318,1055554
1803,29-12-2010,152,Blue Valentine,Weinstein Co.,Drama,9446285,1191208
1804,16-09-2022,79,Pearl,A24,Horror,9423445,894914
1805,24-02-2017,139,Rock Dog,Lionsgate,Adventure,9420546,1050228
